petition id,title,status,url,overview,targets,,letter body,signature count,image url,category,goal,created at,end at,creator name,,creator url,organization name,organization url
,,,,,name,type,,,,,,,,First,Last

1292238,"FAR-West's \u201cEntertain-or-Die\u201d showcasing requirement must go!","open","http://api.change.org/petitions/far-west-s-entertain-or-die-showcasing-requirement-must-go","<p><span><span><span><strong>IN A NUTSHELL,"President of Folk Alliance International","Executive Director of Folk Alliance International","President of FAR-West","Vice President of FAR-West","Treasurer of FAR-West","Secretary of FAR-West",,,"FAR-West's entertainers-only showcasing requirement is harmful,21,"//d22r54gnmuhwmk.cloudfront.net/photos/6/sk/cg/xVsKcgYDFQpACqs-556x313-cropped.jpg","Economic Justice",100,2013-09-05T19,2014-09-05T23,David,Nigel,"""http://api.change.org/u/61378535""",null,null
