petition id,title,status,url,overview,targets,,letter body,signature count,image url,category,goal,created at,end at,creator name,,creator url,organization name,organization url
,,,,,name,type,,,,,,,,First,Last

1469203,"American Philosophical Association Publicly condemn the actions of Nazareth College and amend the APA Handbook on Placement Practices","open","http://api.change.org/petitions/american-philosophical-association-publicly-condemn-the-actions-of-nazareth-college-and-amend-the-apa-handbook-on-placement-practices","<p>&nbsp;</p>\r\n<p class=\"MsoNormal\">We the undersigned request that the American Philosophical Association (APA) take the following two actions. First,,,"Publicly condemn the actions of Nazareth College and amend the APA Handbook on Placement Practices",79,"//d22r54gnmuhwmk.cloudfront.net/photos/1/ib/ay/EzIbAYAoOseFKrQ-556x313-cropped.jpg",null,100,2014-03-19T18,2015-03-19T23,Chad,Kautzer,"""http://api.change.org/u/16565246""",null,null
