petition id,title,status,url,overview,targets,,letter body,signature count,image url,category,goal,created at,end at,creator name,,creator url,organization name,organization url
,,,,,name,type,,,,,,,,First,Last

1494125,"Dr. Theresa R. Alban Provide resources for the development of Spanish immersion education programs in Frederick County Public Schools","open","http://api.change.org/petitions/dr-theresa-r-alban-provide-resources-for-the-development-of-spanish-immersion-education-programs-in-frederick-county-public-schools","<p class=\"MsoNormal\"><span>We,"FCPS Superintendent",,,"Provide resources for the development of Spanish immersion education programs in Frederick County Public Schools",85,"//d22r54gnmuhwmk.cloudfront.net/photos/3/zm/gq/NKZMgQKGEtUZMjV-556x313-cropped.jpg",null,100,2014-04-17T00,2015-04-17T23,Unknown,Unknown,null,"""Bilingual Education""","""http://api.change.org/organizations/bilingual_education""}"
