petition id,title,status,url,overview,targets,,letter body,signature count,image url,category,goal,created at,end at,creator name,,creator url,organization name,organization url
,,,,,name,type,,,,,,,,First,Last

1308219,"Activision and any related parties Bring Geometry Wars 2 retro Evolved to the STEAM / PC Platform!","open","http://api.change.org/petitions/activision-and-any-related-parties-bring-geometry-wars-2-retro-evolved-to-the-steam-pc-platform","<p>I am a huge fan of Geometry Wars 2 - Retro Evolved,,,"Please Bring Geometry Wars 2 to the STEAM / PC Platform! \r\n\r\nYou have a huge untapped market on the PC/STEAM system that would love to give you $$$ for a quality port of this game into the PC world...we are eager to pay you to bring this great game to life!  \r\n\r\nPlease consider this petition and make it happen! Thank you so much in advance!\r\n",139,"//d22r54gnmuhwmk.cloudfront.net/photos/7/iu/wy/fUIuWYGNSFJEkoD-556x313-cropped.jpg",null,2000,2013-09-19T19,2014-09-19T23,Brett,S.,"""http://api.change.org/u/9813536""",null,null
