petition id,title,status,url,overview,targets,,letter body,signature count,image url,category,goal,created at,end at,creator name,,creator url,organization name,organization url
,,,,,name,type,,,,,,,,First,Last

989654,"Powerade If Gatorade can take crazy chemical BVO out of sports drinks,"victory","http://api.change.org/petitions/powerade-if-gatorade-can-take-crazy-chemical-bvo-out-of-sports-drinks-so-can-you","<p>A couple months ago,"Vice President,"Vice President,"Director of Communications","Group Director,"Senior Vice President","Vice President","Chief Marketing Officer","Vice President,"Director of Executive Communications","Chief Sustainability Officer","Head of Global Sports & Entertainment Marketing","VP,"Director,"VP,"Chief Quality and Product Integrity Officer","President","President and Chief Operating Officer","Chief Marketing and Commercial Officer","Chief Public Affairs and Communications Officer","Vice-President,"Vice President,"Brand manager for Powerade","Brand manager","Brand manager","Brand manager","President","Marketing manager",,,"I heard that Gatorade recently decided to stop using brominated vegetable oil in its products. I think that was a great thing for them to do. It took 200,59374,"//d22r54gnmuhwmk.cloudfront.net/photos/3/kz/tk/chkztKnOWHLbLdc-556x313-cropped.jpg","Health",75000,2013-01-30T14,2015-02-04T23,Sarah,Kavanagh,"""http://api.change.org/u/33175052""",null,null
