petition id,title,status,url,overview,targets,,letter body,signature count,image url,category,goal,created at,end at,creator name,,creator url,organization name,organization url
,,,,,name,type,,,,,,,,First,Last

1496250,"McDonald's Canada Add A Veggie Burger Option To The McDonald's Menu","open","http://api.change.org/petitions/mcdonald-s-canada-add-a-veggie-burger-option-to-the-mcdonald-s-menu","<p>McDonalds.ca launched a marketing campaign where Canadians can have their questions about McDonald's answered online at YourQuestions.McDonalds.ca. Several people have asked why there is no veggie burger option and the response from McDonald's goes a little something like this,,,"I would like to invite you to consider the idea to add a veggie burger option to the McDonald's Canadian menu. ",40,"//d22r54gnmuhwmk.cloudfront.net/photos/4/yi/oq/YiyIOQhCADDfaMP-556x313-cropped.jpg",null,100,2014-04-19T21,2015-04-19T23,Jillian,B,"""http://api.change.org/u/jillianb""",null,null
