petition id,title,status,url,overview,targets,,letter body,signature count,image url,category,goal,created at,end at,creator name,,creator url,organization name,organization url
,,,,,name,type,,,,,,,,First,Last

1564400,"Everyone Deserves the Right to Breathe Smoke-free Air","open","http://api.change.org/petitions/everyone-deserves-the-right-to-breathe-smoke-free-air","<p>There is no such thing as safe levels of secondhand smoke &ndash; it contains more than 70 cancer-causing chemicals and is a danger to us all.&nbsp; South Bend&rsquo;s Common Council recently chose to delay voting on a measure that would protect workers and families from the dangers of secondhand smoke,"Council Vice President","Council President",,,"There is no such thing as safe levels of secondhand smoke,31,"//d22r54gnmuhwmk.cloudfront.net/photos/0/it/ne/XziTNezUVsTBcmd-556x313-cropped.jpg","Health",100,2014-05-21T22,2015-05-21T23,Unknown,Unknown,null,"""American Cancer Society Cancer Action Network - Indiana""","""http://api.change.org/organizations/acs_can_in""}"
