petition id,title,status,url,overview,targets,,letter body,signature count,image url,category,goal,created at,end at,creator name,,creator url,organization name,organization url
,,,,,name,type,,,,,,,,First,Last

1490809,"Waterloo Community School District Create a strong foundation in math for all students in the WCSD. Supplement the curriculum in the 2014-2015 school year with instruction in basic facts and algorithms.","open","http://api.change.org/petitions/waterloo-community-school-district-create-a-strong-foundation-in-math-for-all-students-in-the-wcsd-supplement-the-curriculum-in-the-2014-2015-school-year-with-instruction-in-basic-facts-and-algorithms","<p>We believe our children are being used in an educational experiment that many experts in the field of mathematics believe has already failed.</p>\r\n<p>Our children are falling behind their peers who are in classrooms with direct instruction,"Board President","Superintendent of schools",,,"Create a strong foundation in math for all students in the WCSD. Supplement the curriculum in the 2014-2015 school year with instruction in basic facts and algorithms.",63,"//d22r54gnmuhwmk.cloudfront.net/photos/4/bg/jt/NjbGjTqAJJabSwH-556x313-cropped.jpg",null,100,2014-04-12T18,2015-04-12T23,Unknown,Unknown,null,"""Waterloo Parents For Common Sense Math""","""http://api.change.org/organizations/waterloo_parents_for_common_sense_math""}"
