petition id,title,status,url,overview,targets,,letter body,signature count,image url,category,goal,created at,end at,creator name,,creator url,organization name,organization url
,,,,,name,type,,,,,,,,First,Last

1298760,"SONY No HDCP on PS4 We need recording capability to youtube  because WE WANT TO capture are gameplay","open","http://api.change.org/petitions/sony-no-hdcp-on-ps4-we-need-recording-capability-to-youtube-because-we-want-to-capture-are-gameplay","<p>Why is this important what you mean my sony ponys trying to capture there Gameplay Sony Dat HECK!!!!!</p>","Sony Computer Entertainment America",,,"because WE WANT TO capture are gameplay\r\n",13,"//d22r54gnmuhwmk.cloudfront.net/photos/0/gi/xx/qkGiXxZhacQoYVA-556x313-cropped.jpg",null,100,2013-09-11T23,2014-09-11T23,sonyfanguy,guy,"""http://api.change.org/u/62202651""",null,null
