petition id,title,status,url,overview,targets,,letter body,signature count,image url,category,goal,created at,end at,creator name,,creator url,organization name,organization url
,,,,,name,type,,,,,,,,First,Last

1323950,"South Carolina Ban GMO","open","http://api.change.org/petitions/south-carolina-ban-gmo","<p>I am asking South Carolina,"SC House of Representatives","Representative",,,"Bobby Harrell\r\nNelson L. Hardwick\r\nJeff Duncan",21,"//d22r54gnmuhwmk.cloudfront.net/photos/7/ip/rs/iHIprsnlVkhkMTW-556x313-cropped.jpg","Health",1000,2013-10-06T22,2014-10-06T23,Isaac,Fulmore,"""http://api.change.org/u/59280518""",null,null
