petition id,title,status,url,overview,targets,,letter body,signature count,image url,category,goal,created at,end at,creator name,,creator url,organization name,organization url
,,,,,name,type,,,,,,,,First,Last

1401495,"Patent Pending Play Madison Square Garden","open","http://api.change.org/petitions/patent-pending-play-madison-square-garden","<p>Patent Pending has been so hard as an amazing band for 13 years! Let's try to get people who love what they're doing on the radio and play big venues,,,"Have Patent Pending Play Madison Square Garden",57,"//d22r54gnmuhwmk.cloudfront.net/photos/7/wl/zr/nawlZrRFIiZSwqE-556x313-cropped.jpg",null,100,2013-12-30T18,2014-12-31T23,cat,mastro,"""http://api.change.org/u/74662714""",null,null
