petition id,title,status,url,overview,targets,,letter body,signature count,image url,category,goal,created at,end at,creator name,,creator url,organization name,organization url
,,,,,name,type,,,,,,,,First,Last

1447003,"Staff/Admins of 1337Clan Ban A_Biohazard29/dirtbikes95","open","http://api.change.org/petitions/staff-admins-of-1337clan-ban-a-biohazard29-dirtbikes95","<p>Dirtbikes has broken too many rules,"1337Clan",,,"Since your receiving this email,7,"//d22r54gnmuhwmk.cloudfront.net/app-assets/petitions/show/default_petition-2dea4f8fdd8a3fa93201db8b1c7cf36d.png","Criminal Justice",50,2014-02-24T00,2015-02-24T23,Midnight,Goddess1,"""http://api.change.org/u/83265783""",null,null
