petition id,title,status,url,overview,targets,,letter body,signature count,image url,category,goal,created at,end at,creator name,,creator url,organization name,organization url
,,,,,name,type,,,,,,,,First,Last

1489408,"Nintendo Create a new Ganon clone and DE-CLONE Captain Falcon in Smash Bros. 4,"open","http://api.change.org/petitions/nintendo-create-a-new-ganon-clone-and-de-clone-captain-falcon-in-smash-bros-4-to-give-him-a-move-set-that-truly-represents-him-from-his-countless-iconic-appearances-in-previous-f-zero-titles","<p>Smash brothers and F-Zero fans around the world were disappointed and heartbroken the day they found out Captain Falcon was a Ganon clone in Smash Bros. Melee. This was an outrage and was completely unacceptable. The fact that this has been accepted over time is very upsetting,,,"Create a new Ganon clone and DE-CLONE Captain Falcon in Smash Bros. 4,5,"//d22r54gnmuhwmk.cloudfront.net/photos/8/zd/lh/dlZDlHxtybTtDRh-556x313-cropped.jpg",null,100,2014-04-10T18,2015-04-10T23,Carlos,Reyes,"""http://api.change.org/u/3286790""",null,null
