petition id,title,status,url,overview,targets,,letter body,signature count,image url,category,goal,created at,end at,creator name,,creator url,organization name,organization url
,,,,,name,type,,,,,,,,First,Last

1368273,"Ivanna Lift all of the dog breed-specific bans!","open","http://api.change.org/petitions/ivanna-lift-all-of-the-dog-breed-specific-bans","<p>&nbsp;</p>\r\n<p>&nbsp; We don't support breed-specific legislation. Research shows that bans on certain types of dogs are largely ineffective and often a waste of public resources. As an alternative to breed-specific policies,"N/A",,,"Kansas State Senate \r\nKansas State House \r\nGov. Sam Brownback,110,"//d22r54gnmuhwmk.cloudfront.net/photos/1/oo/hq/LKOoHQOsUFLQPRc-556x313-cropped.jpg","Animals",200,2013-11-26T06,2014-12-31T23,Ivanna,Smith,"""http://api.change.org/u/70835513""",null,null
