petition id,title,status,url,overview,targets,,letter body,signature count,image url,category,goal,created at,end at,creator name,,creator url,organization name,organization url
,,,,,name,type,,,,,,,,First,Last

1482175,"Cartoon Network Restart/Reboot The Original Teen Titans Animated Series","open","http://api.change.org/petitions/cartoon-network-restart-reboot-the-original-teen-titans-animated-series","<p>The show was extremely well done and needs to come back.&nbsp;</p>",,,"The original Teen Titans is praised for its art style,13,"//d22r54gnmuhwmk.cloudfront.net/photos/4/vg/ez/auvGezSnHqBCzDS-556x313-cropped.jpg",null,200000,2014-04-02T23,2015-04-02T23,Mohammed,Bhuiyan,"""http://api.change.org/u/88272618""",null,null
