petition id,title,status,url,overview,targets,,letter body,signature count,image url,category,goal,created at,end at,creator name,,creator url,organization name,organization url
,,,,,name,type,,,,,,,,First,Last

911156,"Tell Canada's Top Grocery Chains to Stop Torturing Pigs","victory","http://api.change.org/petitions/tell-canada-s-top-grocery-chains-to-stop-torturing-pigs","<p><strong>46257. That was the number assigned to a pig at a factory farm I worked at in Manitoba.</strong></p>\r\n<p>Like millions of pigs who are raised and killed for pork in Canada,"President & CEO,"Executive Vice-President,"Vice-President of Sustainability,"Executive Chairman,"President,"Senior Vice-President,"President & Chief Executive Officer,"Executive VP & Chief Operating Officer,"Chief Executive Officer,"Senior Vice-President,"Vice-President,"Chief Merchandizing Officer,,,"Dear Decision-Makers,49178,"//d22r54gnmuhwmk.cloudfront.net/photos/3/md/lu/ibmdLuGcZmxPyXR-556x313-cropped.jpg","Animals",50000,2012-12-08T01,2013-06-18T23,Unknown,Unknown,null,"""Mercy For Animals Canada""","""http://api.change.org/organizations/mercy_for_animals_canada_2""}"
