petition id,title,status,url,overview,targets,,letter body,signature count,image url,category,goal,created at,end at,creator name,,creator url,organization name,organization url
,,,,,name,type,,,,,,,,First,Last

1240574,"Gongshow Gear Inc. Create inclusive advertising that honors women who play hockey.","open","http://api.change.org/petitions/gongshow-gear-inc-create-inclusive-advertising-that-honors-women-who-play-hockey-2","<p>Recently I took my daughter,,,"If Gongshow Gear Inc. really wants to celebrate the hockey life it should recognize that women athletes are an integral part of that life,51,"//d22r54gnmuhwmk.cloudfront.net/photos/0/qt/nw/ZFQtNwyezkTFdcu-556x313-cropped.jpg",null,100,2013-07-29T12,2014-07-29T23,Frankie,Condon,"""http://api.change.org/u/1227368""",null,null
