Petition ID,Title,Status,URL,Overview,Targets,,Letter Body,Signature Count,Image URL,Category,Goal,Created At,End At,Creator Name,Creator URL,Organization Name,Organization URL
,,,,,Name,Type
1425870,Take Action Against the New Changes to the Niagara Falls Transit System,open,http://api.change.org/petitions/take-action-against-the-new-changes-to-the-niagara-falls-transit-system,<p>A city can only thrive with an effective transit system. &nbsp;Since the new Transit system was implemented the citizens of Niagara Falls and surrounding areas have lost job opportunities  access to major inner city areas are impossible without travelling half way around the city or backtracking which is doubling travel time  high school  college and university students are being affected  homeless are finding it impossible to access the help they need and many elderly are finding it impossible to navigate the city safely. &nbsp;Some areas have no service past 6pm and none on Sunday's making work and shopping extremely difficult. &nbsp;As a community we need to work together to find solutions and fight for changes that can be made today  not months or years from now.&nbsp;</p>,Wayne Gates, MPP Niagara Falls,custom,Address issues concerning connectivity causing lengthy wait times that have doubled travel times  stop multiple transfers and add service in areas that have none or very little.,834,//d22r54gnmuhwmk.cloudfront.net/photos/9/bx/rt/OdBxrTmditCFyVB-556x313-cropped.jpg,None,1500,2014-02-01T00:29:56Z,2015-02-01T23:59:59Z,Rebecca Tyers,http://api.change.org/u/niagara-falls-transit-petition,None,None
