Petition ID,Title,Status,URL,Overview,Targets,,Letter Body,Signature Count,Image URL,Category,Goal,Created At,End At,Creator Name,Creator URL,Organization Name,Organization URL
,,,,,Name,Type
1518116,Andrew Cuomo: Please ensure that the abduction of 230+ Nigerian girls by the terrorist group Boko Haram remains a top priority in the US Congress.,open,http://api.change.org/petitions/andrew-cuomo-please-ensure-that-the-abduction-of-230-nigerian-girls-by-the-terrorist-group-boko-haram-remains-a-top-priority-in-the-us-congress,<p>People of Nigeria are marching in the streets to demand the rescueof the 230 school girls that were kidnapped. Starting now  let us march on social media. Please include on your wall a link to the petition for people to sign asking Governor Cuomo to act on behalf of his constituents.</p>,Gov. Andrew Cuomo, New York,us_government,Please ensure that the abduction of 230+ Nigerian girls by the terrorist group Boko Haram remains a top priority in the US Congress.,12,//d22r54gnmuhwmk.cloudfront.net/photos/1/ob/pb/ULoBpBqdgihREhy-556x313-cropped.jpg,None,100,2014-05-09T21:16:17Z,2015-05-09T23:59:59Z,Amanda Hale-Williams,http://api.change.org/u/87859148,None,None
