Petition ID,Title,Status,URL,Overview,Targets,,Letter Body,Signature Count,Image URL,Category,Goal,Created At,End At,Creator Name,Creator URL,Organization Name,Organization URL
,,,,,Name,Type
1323950,South Carolina: Ban GMO,open,http://api.change.org/petitions/south-carolina-ban-gmo,<p>I am asking South Carolina  as a start of hopefully something bigger and better  to ban GMO. The reason for this is because there has been many scientific reports leading to the conclusion that GMO is a dangerous procedure leading to plants that spread  along with their ownselves  uncanny genetic results that cause humans to procure many physical and emotional aliments  such as ADD  arthiritis and even cancer. If you care any bit about yourself and others health then I plead you to sign this petition to remove and ban all GMO plants and products from South Carolina.</p>,Rep. Jeff Duncan, South Carolina-03,us_government,Bobby Harrell
Nelson L. Hardwick
Jeff Duncan,21,//d22r54gnmuhwmk.cloudfront.net/photos/7/ip/rs/iHIprsnlVkhkMTW-556x313-cropped.jpg,Health,1000,2013-10-06T22:13:54Z,2014-10-06T23:59:59Z,Isaac Fulmore,http://api.change.org/u/59280518,None,None
