Petition ID,Title,Status,URL,Overview,Targets,,Letter Body,Signature Count,Image URL,Category,Goal,Created At,End At,Creator Name,Creator URL,Organization Name,Organization URL
,,,,,Name,Type
1493997,Rockstar Games and Rockstar Games: GTA V to be released on Xbox one,ps4,pc,open,http://api.change.org/petitions/rockstar-games-and-rockstar-games-gta-v-to-be-released-on-xbox-one-ps4-pc,<p>it would be cool and its the only reason why im not gettingnext genat the moment and plus many other people would want it on next gen and it would boost up rockstars sales.</p>,Rockstar Games,custom,GTA V to be released on Xbox one ps4 pc,7,//d22r54gnmuhwmk.cloudfront.net/photos/6/so/wu/JfsoWuyDaoyTTyM-556x313-cropped.jpg,None,100,2014-04-16T20:49:00Z,2015-04-16T23:59:59Z,Ian Beck,http://api.change.org/u/89928463,None,None
