Petition ID,Title,Status,URL,Overview,Targets,,Letter Body,Signature Count,Image URL,Category,Goal,Created At,End At,Creator Name,Creator URL,Organization Name,Organization URL
,,,,,Name,Type
1456972,City of Oshawa: Call to extend parking from 2 hours to 3 hours in the Downtown Core,open,http://api.change.org/petitions/city-of-oshawa-call-to-extend-parking-from-2-hours-to-3-hours-in-the-downtown-core,<p>It will accommodate the UOIT students and others who would like to spend more time in the Downtown core. In addition  it will also benefit the City of Oshawa because they will generate more revenue from the extended parking periods.</p>,City of Oshawa, Mayor's Office,custom,Call to extend parking hours to 3 hours for the Downtown core,54,//d22r54gnmuhwmk.cloudfront.net/photos/4/xf/re/BNxfreXGHPdowJW-556x313-cropped.jpg,None,100,2014-03-06T02:51:54Z,2015-03-06T23:59:59Z,Syaad Haiyat,http://api.change.org/u/84670288,None,None
