Petition ID,Title,Status,URL,Overview,Targets,,Letter Body,Signature Count,Image URL,Category,Goal,Created At,End At,Creator Name,Creator URL,Organization Name,Organization URL
,,,,,Name,Type
1159190,United Nations: Stop the rise of homophobia in Russia,open,http://api.change.org/petitions/united-nations-stop-the-rise-of-homophobia-in-russia,<p>&nbsp; &nbsp; &nbsp;We  the residents of Toronto  Ontario draw the attention of the United Nations to the issue of allowing Lesbian  Gay  Bisexual  and Transgender (LGBT) rights in Russia. Russia has outlawed gay &ldquo;propaganda&rdquo; to minors meaning that homosexual minors cannot present themselves to the public as homosexuals. This would be considered illegal and many of whom would be fined thousands of dollars if public support was shown for the LGTB community (Birnbaum).</p>  <p>Homophobia is on the rise  as many heterosexuals are discriminating against the LGBT community and many of these cases are leading to motivated crimes (Heiss). Many of these hate motive crimes are not even recognized or investigated by the police or even the community of where the person resides. This is a major issue because often the police fail to investigate hate motive crimes  even when they know they should be doing their job and reporting these crimes to the police force.</p>  <p>By signing this petition  petitioners will request that the United Nations support the withdrawal of the law that ban people from supporting gay &ldquo;propaganda&rdquo; in Russia and to ensure that police investigate hate crimes against the LGBT community and are dealt with by law. This would allow fellow humans to be free to be who they are.</p>  <p>Thank you for your support </p>  <p>Carina and Sameer</p>  <p>&nbsp;</p>  <p class="MsoNormal"><span>Works Cited</span></p>  <p class="MsoNormal"><span>Heiss  Jasmine. "As the World Celebrates IDAHO  Homophobia in Russia is on the Rise."&nbsp;<em>Human Rights Now</em>. N.p.  17 May 2013. Web. 29 May 2013.</span></p>  <p>&nbsp;</p>  <p class="MsoNormal"><span>Birnbaum  Michael . "Russia targets gay &lsquo;propaganda&rsquo; | Toronto Star." thestar.com | Toronto Star | Canada's largest daily. N.p.  18 Apr. 2013. Web. 29 May 2013.&nbsp;</span></p>,United Nations,custom,Dear Honorary Palais Wilson 

     We are Grade 10 students currently attending Northview Heights Secondary School in Canada. We are writing to you in regards to the recent rise of homophobia in Russia. We believe that as Canadians  whose country has a reputation as a peacekeeper  we must try to help the Lesbian  Gay  Bisexual and Transgender (LGBT) community in Russia. We have conducted thorough research and have read various articles on this issue. 

     We believe that everyone should be treated equally whether one is heterosexual or not. In Russia  a law was passed banning the exposure of gay propaganda to minors. If minors are not informed that there is no issue in being gay  then they will be forced into a life they do not want. One should not discriminate against another based on sexual orientation or preference. This law is extremely offensive towards the LGBT community in Russia. There is no problem whether one is a homosexual or not.

     Since homophobia in Russia is on the rise  we would like you to bring up this topic at the next United Nations meeting you attend. As youth  we do not have as much power and influence as yourself  so we would like you to pass on our message.

     We thank you for taking the time to read our letter. We look forward to hearing back from you. Thank you for your consideration.  ,305,//d22r54gnmuhwmk.cloudfront.net/photos/7/ft/kt/axFTktYXTJqnCKl-556x313-cropped.jpg,Human Rights,500,2013-06-01T01:02:35Z,2014-06-01T23:59:59Z,Carina T,http://api.change.org/u/52173085,None,None
