Petition ID,Title,Status,URL,Overview,Targets,,Letter Body,Signature Count,Image URL,Category,Goal,Created At,End At,Creator Name,Creator URL,Organization Name,Organization URL
,,,,,Name,Type
1447003,Staff/Admins of 1337Clan: Ban A_Biohazard29/dirtbikes95,open,http://api.change.org/petitions/staff-admins-of-1337clan-ban-a-biohazard29-dirtbikes95,<p>Dirtbikes has broken too many rules  and should be banned. It is unfair that he gets immunity to many things he does wrong  and has more ban appeals than anyone else on the server.</p>  <p>He was finally banned on February 26th of 2014  for bypassing a mute.<br /><br /></p>  <p>His alt account  A_Biohazard29 has now recently become very active  and is already causing problems.</p>  <p>&nbsp;</p>  <p>I think that his alt  and all of his other accounts (if he has any) should be perma banned.</p>,Staff/Admins of 1337Clan, 1337Clan,custom,Since your receiving this email  it means that at least 50 people have signed a petition to have A_Biohazard29/dirtbikes95 permanently banned from your server. Please follow through with it.,7,//d22r54gnmuhwmk.cloudfront.net/app-assets/petitions/show/default_petition-2dea4f8fdd8a3fa93201db8b1c7cf36d.png,Criminal Justice,50,2014-02-24T00:53:41Z,2015-02-24T23:59:59Z,Midnight Goddess1,http://api.change.org/u/83265783,None,None
