Petition ID,Title,Status,URL,Overview,Targets,,Letter Body,Signature Count,Image URL,Category,Goal,Created At,End At,Creator Name,Creator URL,Organization Name,Organization URL
,,,,,Name,Type
1483349,Zac Efron: To meet Roxy & Becky in LA sometime between Aug 10-13, 2014,open,http://api.change.org/petitions/zac-efron-to-meet-roxy-becky-in-la-sometime-between-aug-10-13-2014,<p>Roxy &amp; Becky are two online friends who are meeting for the first time this summer (Aug 10-13  2014) in Los Angeles  CA. The two girls met through Tumblr because of shared interests. They bonded over many things but especially their love for Zac Efron. Many inside jokes  conversations  text messages are all about Zac. It would mean the world to them to meet someone who motivates and inspires them on a daily basis. Also Roxy has a pretty sweet fan tattoo that she would love to show Zac as he's her long time role model and celebrity love of her life. Help us make this a reality! Please! :)</p>,Zac Efron,custom,To meet Roxy &amp; Becky in LA sometime between Aug 10-13  2014,10,//d22r54gnmuhwmk.cloudfront.net/photos/0/yg/ln/sUyGlNMAlKvAEEK-556x313-cropped.jpg,None,100,2014-04-04T00:37:08Z,2015-04-04T23:59:59Z,Roxy Deputy,http://api.change.org/u/roxyyy,None,None
