Petition ID,Title,Status,URL,Overview,Targets,,Letter Body,Signature Count,Image URL,Category,Goal,Created At,End At,Creator Name,Creator URL,Organization Name,Organization URL
,,,,,Name,Type
1497313,Bethesda Softworks: Tell us if Fallout 4 is in development, or going to be announced soon.,open,http://api.change.org/petitions/bethesda-softworks-tell-us-if-fallout-4-is-in-development-or-going-to-be-announced-soon,Fans of the Fallout series are being kept in the dark  and want any sort of confirmation that a new game in our favorite franchise is being developed.,Bethesda Softworks,custom,Tell us if Fallout 4 is in development  or going to be announced soon.,426,//d22r54gnmuhwmk.cloudfront.net/photos/6/pf/ra/cCpFRaPxtWiDBmE-556x313-cropped.jpg,None,500,2014-04-21T17:04:38Z,2015-04-21T23:59:59Z,Philip Dunne,http://api.change.org/u/90314913,None,None
